Medicine Type,Width (mm),Height (mm),Mask Area (mm^2),Perimeter (mm),Aspect Ratio,Extent,Solidity,Chain Code Length,Chain Code,Histogram R Mean,Histogram R StdDev,Histogram G Mean,Histogram G StdDev,Histogram B Mean,Histogram B StdDev,Histogram Gray Mean,Histogram Gray StdDev
Flask,20.0,31.47,446.97,114.58,0.64,0.71,0.85,344,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 2, 2, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 7, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 2, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 7, 7, 7, 7, 7, 0, 0, 1, 1, 2, 1, 7, 7, 7, 0, 0, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 1, 2, 2, 3, 3, 3, 3, 3, 4, 3, 2, 3, 3, 3, 3, 0, 0, 0, 1, 7, 7, 0, 7, 7, 7, 7, 6, 7, 0, 7, 6, 7, 7, 7, 7, 0, 7, 7, 7, 6, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 0, 6, 7, 7, 7, 7, 7, 5, 3, 4, 3, 2, 3, 3, 3, 4, 6, 7, 6, 7, 7, 7, 6, 7, 7, 5, 4, 5, 5, 5, 5, 6, 6, 5, 5, 6, 6, 5, 6, 6, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 6, 5, 5, 5, 5, 4, 5, 5, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 5, 5, 6, 4, 3, 4, 6, 7, 7, 5, 6, 7, 6, 7, 6, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3]",23.34,16.92,23.16,24.32,22.7,30.6,23.2,24.08
,,,,,,,,,,,,,,,,,
Flask,20.0,31.47,446.02,110.42,0.64,0.71,0.85,334,"[2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 1, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 2, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 7, 7, 7, 7, 0, 7, 0, 1, 1, 1, 1, 7, 7, 0, 0, 7, 0, 7, 7, 7, 7, 7, 7, 0, 7, 0, 1, 2, 3, 2, 3, 3, 3, 4, 3, 2, 3, 3, 4, 2, 0, 7, 0, 1, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 6, 7, 7, 0, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 3, 3, 3, 3, 3, 3, 3, 4, 6, 6, 6, 7, 6, 7, 7, 6, 5, 5, 5, 6, 5, 6, 5, 5, 6, 6, 5, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 4, 6, 5, 6, 7, 6, 7, 6, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",23.42,17.34,23.21,24.32,22.72,30.53,23.29,24.26
,,,,,,,,,,,,,,,,,
Flask,19.42,29.28,411.05,110.39,0.66,0.72,0.86,339,"[2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 7, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 2, 1, 0, 0, 1, 0, 0, 7, 6, 7, 0, 7, 0, 7, 7, 7, 7, 7, 7, 0, 0, 6, 7, 7, 7, 0, 7, 0, 0, 2, 2, 3, 3, 3, 4, 3, 4, 3, 2, 3, 4, 3, 3, 4, 3, 3, 3, 3, 1, 0, 7, 7, 0, 7, 7, 0, 0, 1, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 5, 3, 3, 3, 3, 2, 3, 3, 4, 4, 6, 7, 7, 6, 7, 7, 7, 7, 6, 5, 5, 5, 5, 5, 6, 5, 6, 5, 5, 6, 6, 5, 6, 6, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 4, 4, 3, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 6, 6, 6, 7, 6, 6, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",21.66,15.84,21.46,23.1,21.06,28.82,21.54,22.86
,,,,,,,,,,,,,,,,,
Flask,20.0,31.18,436.25,112.91,0.64,0.7,0.84,340,"[2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 7, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 2, 1, 1, 1, 0, 1, 0, 1, 7, 7, 7, 0, 7, 7, 0, 7, 0, 7, 7, 0, 2, 3, 1, 1, 7, 0, 7, 0, 7, 7, 0, 0, 1, 2, 3, 1, 0, 7, 7, 7, 7, 7, 0, 0, 0, 2, 2, 3, 3, 3, 3, 3, 4, 3, 2, 3, 3, 0, 1, 6, 7, 7, 0, 2, 3, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 3, 4, 3, 3, 3, 2, 4, 5, 6, 7, 7, 7, 5, 6, 5, 6, 5, 5, 6, 5, 6, 5, 5, 6, 6, 5, 5, 6, 6, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 6, 5, 5, 4, 5, 5, 4, 5, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 3, 4, 6, 7, 6, 6, 7, 6, 7, 6, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",23.19,17.04,22.98,24.15,22.41,30.54,23.04,24.22
,,,,,,,,,,,,,,,,,
Flask,19.42,29.28,408.23,111.04,0.66,0.72,0.86,340,"[2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 7, 7, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 2, 2, 2, 3, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 7, 0, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 0, 7, 6, 7, 0, 0, 2, 2, 3, 4, 2, 3, 3, 3, 3, 3, 3, 4, 3, 3, 2, 4, 3, 4, 3, 3, 3, 3, 3, 3, 7, 0, 0, 7, 7, 0, 7, 0, 0, 0, 7, 7, 0, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 6, 0, 6, 0, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 3, 3, 3, 3, 4, 5, 6, 7, 6, 4, 6, 7, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 3, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 6, 6, 7, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",21.57,15.96,21.41,23.07,21.07,29.0,21.45,22.53
,,,,,,,,,,,,,,,,,
Flask,20.0,31.47,433.3,113.75,0.64,0.69,0.83,342,"[2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 7, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 0, 7, 7, 0, 7, 7, 0, 7, 7, 7, 7, 0, 0, 2, 2, 3, 3, 7, 7, 7, 0, 0, 7, 0, 1, 1, 2, 1, 0, 7, 7, 7, 7, 0, 0, 0, 2, 2, 3, 3, 3, 3, 4, 3, 3, 2, 3, 2, 0, 7, 6, 7, 7, 0, 1, 2, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 3, 3, 3, 3, 3, 3, 3, 4, 6, 6, 7, 7, 6, 7, 6, 5, 5, 5, 6, 5, 5, 6, 5, 6, 5, 6, 5, 5, 6, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 6, 5, 4, 5, 5, 4, 5, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 6, 5, 5, 4, 6, 6, 6, 7, 6, 7, 6, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3]",22.82,17.59,22.62,24.27,22.13,30.17,22.68,23.87
,,,,,,,,,,,,,,,,,
Flask,20.0,31.47,405.45,139.27,0.64,0.64,0.78,418,"[2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 2, 2, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 5, 5, 5, 4, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 6, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 0, 2, 2, 3, 3, 1, 1, 1, 2, 1, 1, 0, 1, 1, 0, 2, 1, 7, 0, 7, 0, 2, 2, 3, 3, 1, 2, 1, 1, 2, 2, 1, 2, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 3, 3, 3, 3, 3, 4, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 0, 0, 7, 7, 0, 7, 7, 0, 7, 7, 0, 7, 0, 1, 2, 1, 0, 7, 0, 7, 7, 0, 0, 2, 3, 3, 1, 0, 0, 7, 7, 7, 7, 0, 7, 0, 0, 2, 2, 3, 3, 3, 3, 3, 4, 3, 3, 2, 3, 1, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 6, 7, 0, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 3, 3, 3, 3, 3, 3, 4, 6, 6, 6, 6, 6, 7, 7, 7, 5, 6, 5, 5, 5, 6, 5, 5, 6, 6, 5, 6, 5, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 6, 5, 4, 5, 5, 4, 5, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 6, 6, 5, 3, 4, 6, 7, 6, 6, 7, 6, 7, 6, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 3, 4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3]",22.98,18.08,22.77,25.09,22.21,31.43,22.83,24.01
,,,,,,,,,,,,,,,,,
Flask,20.0,31.47,434.0,112.33,0.64,0.69,0.83,338,"[2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 2, 2, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 7, 7, 0, 1, 0, 1, 0, 0, 1, 1, 2, 1, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 7, 7, 0, 7, 0, 7, 0, 7, 7, 7, 7, 0, 0, 2, 1, 0, 7, 0, 0, 1, 2, 1, 1, 7, 7, 0, 7, 7, 7, 0, 0, 1, 2, 2, 3, 3, 3, 4, 3, 3, 3, 3, 2, 3, 1, 1, 0, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 6, 0, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 4, 3, 3, 2, 3, 3, 3, 3, 4, 6, 7, 6, 7, 7, 7, 7, 7, 6, 5, 5, 5, 5, 6, 5, 5, 6, 5, 6, 5, 6, 5, 5, 6, 6, 5, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 6, 5, 5, 5, 4, 5, 5, 4, 5, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 6, 5, 5, 5, 4, 5, 6, 6, 7, 6, 7, 6, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3]",22.86,18.49,22.71,25.3,22.16,31.04,22.76,24.13
,,,,,,,,,,,,,,,,,
Flask,19.71,31.71,443.84,110.12,0.62,0.71,0.85,344,"[2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 7, 0, 1, 1, 1, 0, 2, 1, 1, 1, 1, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 0, 1, 1, 0, 0, 7, 0, 7, 7, 7, 0, 7, 0, 7, 7, 0, 7, 7, 7, 0, 7, 7, 0, 1, 2, 3, 2, 7, 7, 0, 7, 7, 0, 0, 1, 1, 2, 3, 2, 7, 7, 7, 0, 1, 7, 7, 0, 1, 2, 3, 3, 3, 3, 3, 4, 5, 5, 1, 2, 3, 2, 3, 3, 1, 7, 7, 7, 0, 7, 7, 0, 0, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 5, 5, 5, 5, 5, 6, 5, 6, 5, 5, 5, 6, 5, 6, 5, 5, 5, 6, 5, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 6, 5, 5, 5, 5, 5, 4, 5, 4, 5, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 4, 3, 4, 3, 3, 4, 5, 4, 6, 6, 5, 6, 6, 6, 6, 6, 7, 6, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",25.46,18.84,25.31,27.21,24.81,30.01,25.32,27.83
,,,,,,,,,,,,,,,,,
Flask,20.0,31.71,453.71,105.65,0.63,0.72,0.86,330,"[2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 1, 0, 0, 7, 0, 1, 1, 1, 1, 1, 2, 3, 4, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 2, 1, 1, 1, 0, 1, 1, 0, 0, 0, 7, 7, 7, 0, 7, 7, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 2, 0, 7, 7, 7, 0, 7, 0, 1, 2, 3, 1, 2, 3, 3, 1, 1, 7, 7, 7, 0, 6, 0, 7, 0, 0, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 6, 6, 5, 5, 6, 5, 5, 5, 6, 5, 6, 7, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 3, 4, 4, 3, 4, 3, 3, 4, 4, 5, 6, 6, 4, 5, 6, 7, 6, 7, 6, 6, 7, 6, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",25.61,19.42,25.46,26.66,25.03,30.8,25.48,26.95
,,,,,,,,,,,,,,,,,
Flask,19.71,31.71,454.86,104.98,0.62,0.73,0.87,326,"[2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 1, 1, 1, 0, 2, 1, 1, 1, 1, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 7, 7, 0, 7, 7, 0, 7, 0, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 7, 7, 7, 7, 7, 0, 0, 0, 2, 2, 2, 3, 3, 2, 1, 7, 7, 7, 0, 7, 7, 7, 7, 0, 1, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 6, 5, 4, 4, 6, 5, 6, 6, 7, 5, 5, 4, 6, 6, 5, 6, 5, 5, 5, 6, 5, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 6, 5, 5, 5, 5, 5, 4, 5, 4, 5, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 4, 3, 3, 3, 4, 4, 4, 5, 5, 6, 7, 5, 4, 6, 7, 7, 6, 6, 6, 7, 6, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",25.64,18.45,25.47,27.31,25.04,30.98,25.49,27.1
,,,,,,,,,,,,,,,,,
Flask,19.71,30.29,446.57,103.77,0.65,0.75,0.88,323,"[2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 7, 0, 7, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 2, 3, 3, 4, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 2, 1, 0, 1, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 7, 7, 7, 0, 7, 7, 7, 0, 7, 7, 7, 6, 7, 7, 7, 3, 4, 4, 6, 7, 7, 7, 7, 7, 7, 0, 1, 2, 7, 7, 0, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 5, 5, 5, 5, 5, 4, 6, 6, 6, 5, 5, 6, 5, 6, 5, 5, 5, 6, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 4, 4, 6, 6, 5, 6, 6, 6, 6, 7, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",23.9,18.16,23.76,25.51,23.38,30.0,23.78,25.32
,,,,,,,,,,,,,,,,,
